-0.26638186,0.004212618,0.18476105,0.18803406,-0.596344,0.021942139,50.05493,-0.3173828,-3.7017822,-1.4061521,-1.3575429,9.609901,614239091804784
-0.38705337,-0.032665133,-0.36112785,0.17094421,-0.50234985,0.0262146,50.395203,0.71258545,-2.0263672,-1.3763916,-1.3390182,9.616806,614239096779149
-0.38705337,-0.032665133,-0.36112785,0.13249207,-0.33465576,0.033691406,50.395203,0.71258545,-2.0263672,-1.3763916,-1.3390182,9.616806,614239101753515
-0.03763938,0.14503312,-0.77862453,0.067337036,-0.13278198,0.04650879,50.395203,0.71258545,-2.0263672,-1.3370228,-1.3219799,9.624715,614239106697362
-0.065023184,0.13234949,-0.7731037,-0.002090454,0.03918457,0.031555176,50.395203,0.71258545,-2.0263672,-1.310285,-1.3103955,9.629974,614239111702245
0.012764096,-0.050038815,-0.24321747,-0.02558899,0.11608887,0.013397217,50.395203,0.71258545,-2.0263672,-1.3032863,-1.3072582,9.6313505,614239117012304
0.012764096,-0.050038815,-0.24321747,-0.020248413,0.07977295,0.009124756,50.395203,0.71258545,-2.0263672,-1.3032863,-1.3072582,9.6313505,614239121620458
0.012764096,-0.050038815,-0.24321747,0.006454468,-0.014221191,0.008056641,50.395203,0.71258545,-2.0263672,-1.3032863,-1.3072582,9.6313505,614239126564306
-0.051539063,-0.046499133,0.34187603,0.032089233,-0.098602295,0.008056641,50.395203,0.71258545,-2.0263672,-1.3082939,-1.3077948,9.630599,614239131538671
-0.013727307,-0.06541002,0.14492035,0.040634155,-0.10928345,0.008056641,50.05493,0.3692627,-0.6851196,-1.3090684,-1.3082802,9.630427,614239136390966
-0.013727307,-0.06541002,0.14492035,0.027816772,-0.060150146,0.009124756,50.05493,0.3692627,-0.6851196,-1.3090684,-1.3082802,9.630427,614239141456884
0.023189425,-0.050856948,-0.20433521,0.0096588135,-3.3569336E-4,0.010192871,50.05493,0.3692627,-0.6851196,-1.3031427,-1.3070837,9.631393,614239146827978
0.023189425,-0.050856948,-0.20433521,0.0011138916,0.031707764,0.009124756,50.05493,0.3692627,-0.6851196,-1.3031427,-1.3070837,9.631393,614239151405614
0.008646607,-0.0102677345,-0.14067364,0.0043182373,0.021026611,0.0069885254,47.83783,-0.48828125,-0.5187988,-1.2991086,-1.3054148,9.632164,614239156288427
0.009067655,-0.010858655,-0.13874722,0.016067505,-0.014221191,0.009124756,47.83783,-0.48828125,-0.5187988,-1.2998052,-1.3050679,9.632117,614239161323827
